Type,Family id,Family name,Target id,Target name,Subunit id,Subunit name,Target systematic name,Target abbreviated name,synonyms,HGNC id,HGNC symbol,HGNC name,Human genetic localisation,Human nucleotide RefSeq,Human protein RefSeq,Human SwissProt,Human Entrez Gene,Human Ensembl Gene
enzyme,264,CYP4 family,1344,CYP4F2,"","","","","Leukotriene B4  20-monooxygenase 1|leukotriene B4 &omega;-hydroxylase 1|cytochrome P450, family 4, subfamily F, polypeptide 2",2645,CYP4F2,cytochrome P450 family 4 subfamily F member 2,19p13.12,"","",P78329,8529,ENSG00000186115
enzyme,264,CYP4 family,1345,CYP4F3,"","","","","cytochrome P450-LTB-omega|leukotriene-B(4) 20-monooxygenase 2|leukotriene-B(4) omega-hydroxylase 2|cytochrome P450, family 4, subfamily F, polypeptide 3",2646,CYP4F3,cytochrome P450 family 4 subfamily F member 3,19p13.12,"","",Q08477,4051,ENSG00000186529
enzyme,264,CYP4 family,1346,CYP4F8,"","","","","cytochrome P450, subfamily IVF, polypeptide 8|cytochrome P450, family 4, subfamily F, polypeptide 8",2648,CYP4F8,cytochrome P450 family 4 subfamily F member 8,19p13.12,"","",P98187,11283,ENSG00000186526
enzyme,264,CYP4 family,1347,CYP4F11,"","","","","cytochrome P450, subfamily IVF, polypeptide 11|cytochrome P450, family 4, subfamily F, polypeptide 11",13265,CYP4F11,cytochrome P450 family 4 subfamily F member 11,19p13.12,"","",Q9HBI6,57834,ENSG00000171903
enzyme,264,CYP4 family,1348,CYP4F12,"","","","","cytochrome P450, subfamily IVF, polypeptide 12|cytochrome P450, family 4, subfamily F, polypeptide 12",18857,CYP4F12,cytochrome P450 family 4 subfamily F member 12,19p13.12,"","",Q9HCS2,66002,ENSG00000186204
enzyme,264,CYP4 family,1349,CYP4F22,"","","","","cytochrome P450, family 4, subfamily F, polypeptide 22",26820,CYP4F22,cytochrome P450 family 4 subfamily F member 22,19p13.12,"","",Q6NT55,126410,ENSG00000171954
enzyme,264,CYP4 family,1350,CYP4V2,"","","","","cytochrome P450 4V2|cytochrome P450, family 4, subfamily V, polypeptide 2",23198,CYP4V2,cytochrome P450 family 4 subfamily V member 2,4q35.1-q35.2,"","",Q6ZWL3,285440,ENSG00000145476
enzyme,264,CYP4 family,1351,CYP4X1,"","","","","cytochrome P450 4X1|cytochrome P450, family 4, subfamily x, polypeptide 1|cytochrome P450, family 4, subfamily X, polypeptide 1|cytochrome P450",20244,CYP4X1,cytochrome P450 family 4 subfamily X member 1,1p33,"","",Q8N118,260293,ENSG00000186377
enzyme,264,CYP4 family,1352,CYP4Z1,"","","","","CYP4A20|cytochrome P450, family 4, subfamily Z, polypeptide 1",20583,CYP4Z1,cytochrome P450 family 4 subfamily Z member 1,1p33,"","",Q86W10,199974,ENSG00000186160
enzyme,265,"CYP5, CYP7 and CYP8 families",1353,CYP5A1,"","","",Thromboxane-A synthase,"CYP5|cytochrome P450, family 5, subfamily A, polypeptide 1|cytochrome P450 5A1|thromboxane A synthase 1|thromboxane A synthase 1, platelet|thromboxane A synthase 1 (platelet)",11609,TBXAS1,thromboxane A synthase 1,7q34,"","",P24557,6916,ENSG00000059377
enzyme,265,"CYP5, CYP7 and CYP8 families",1354,CYP7A1,"","","",Cholesterol 7 alpha-hydroxylase,"cholesterol 7 alpha-monooxygenase|CHAP|cytochrome P450 (cholesterol hydroxylase 7 alpha)|cholesterol 7 alpha hydroxylase|cytochrome P450, family 7, subfamily a, polypeptide 1|cytochrome P450, family 7, subfamily A, polypeptide 1|cytochrome P450",2651,CYP7A1,cytochrome P450 family 7 subfamily A member 1,8q12.1,"","",P22680,1581,ENSG00000167910
enzyme,265,"CYP5, CYP7 and CYP8 families",1355,CYP7B1,"","","","","25-hydroxycholesterol 7-&alpha;-hydroxylase|cytochrome P450 7B1|cytochrome P450, subfamily 7B, polypeptide 1|oxysterol 7-alpha-hydroxylase|cytochrome P450, family 7, subfamily B, polypeptide 1|cytochrome P450|cytochrome P450, family 7, subfamily b, polypeptide 1",2652,CYP7B1,cytochrome P450 family 7 subfamily B member 1,8q12.3,"","",O75881,9420,ENSG00000172817
enzyme,265,"CYP5, CYP7 and CYP8 families",1356,CYP8A1,"","","",Prostacyclin synthase,"PTGIS|PGIS|cytochrome P450, family 8, subfamily A, polypeptide 1|Prostaglandin I2 (prostacyclin) synthase|prostaglandin I2 (prostacyclin) synthase",9603,PTGIS,prostaglandin I2 synthase,20q13.13,"","",Q16647,5740,ENSG00000124212
enzyme,265,"CYP5, CYP7 and CYP8 families",1357,CYP8B1,"","","","","sterol 12-&alpha;-hydroxylase|cytochrome P450 8b1 sterol 12 alpha-hydrolase|cytochrome P450, family 8, subfamily b, polypeptide 1|7-&alpha;-hydroxy-4-cholesten-3-one 12-&alpha;-hydroxylase|cytochrome P450, family 8, subfamily B, polypeptide 1|cytochrome P450",2653,CYP8B1,cytochrome P450 family 8 subfamily B member 1,3p22.1,"","",Q9UNU6,1582,ENSG00000180432
enzyme,571,DCAMKL family,2005,doublecortin like kinase 1,"","","",DCAMKL1,Click-I|CPG16|DCDC3A|DCLK|DMPK-like gamma|double cortin and calcium/calmodulin-dependent protein kinase-like 1|doublecortin and CaM kinase-like 1|Myotonic dystrophy protein kinase-like gamma,2700,DCLK1,doublecortin like kinase 1,13q13.3,NM_001195415,NP_004725,O15075,9201,ENSG00000133083
enzyme,571,DCAMKL family,2006,doublecortin like kinase 2,"","","",DCAMKL2,CaMK-like CREB regulatory kinase 2|CLICK2|CLICK-II|DCK2|doublecortin and CaM kinase-like 2,19002,DCLK2,doublecortin like kinase 2,4q31.23-q31.3,NM_001040260,NP_001035350,Q8N568,166614,ENSG00000170390
enzyme,571,DCAMKL family,2007,doublecortin like kinase 3,"","","",DCAMKL3,doublecortin and CaM kinase-like 3,19005,DCLK3,doublecortin like kinase 3,3p22.2,NM_033403,NP_208382,Q9C098,85443,ENSG00000163673
enzyme,572,Death-associated kinase (DAPK) family,2002,death associated protein kinase 1,"","","",DAPK1,DAP-Kinase|DAP kinase 1|death-associated protein kinase 1,2674,DAPK1,death associated protein kinase 1,9q21.33,NM_004938,NP_004929,P53355,1612,ENSG00000196730
enzyme,572,Death-associated kinase (DAPK) family,2003,death associated protein kinase 2,"","","",DAPK2,DRP-1|death-associated protein kinase 2,2675,DAPK2,death associated protein kinase 2,15q22.31,NM_014326,NP_055141,Q9UIK4,23604,ENSG00000035664
enzyme,572,Death-associated kinase (DAPK) family,2004,death associated protein kinase 3,"","","",DAPK3,DAP-like kinase|Death-associated like kinase|ZIP kinase,2676,DAPK3,death associated protein kinase 3,19p13.3,NM_001348,NP_001339,O43293,1613,ENSG00000167657
enzyme,572,Death-associated kinase (DAPK) family,2214,serine/threonine kinase 17a,"","","",DRAK1,death-associated protein kinase-related 1,11395,STK17A,serine/threonine kinase 17a,7p13,NM_004760,NP_004751,Q9UEE5,9263,ENSG00000164543
enzyme,572,Death-associated kinase (DAPK) family,2215,serine/threonine kinase 17b,"","","",DRAK2,DAP kinase-related apoptosis-inducing protein kinase 2|death-associated protein kinase-related 2,11396,STK17B,serine/threonine kinase 17b,2q32.3,NM_004226,NP_004217,O94768,9262,ENSG00000081320
enzyme,256,Decarboxylases,1272,Glutamic acid decarboxylase 1,"","","",GAD1,"GAD1 (GAD65)|Gad67|GAD|GAD25|GAD44|GAD-67|glutamate decarboxylase 1|Glutamate decarboxylase 1 (brain)|glutamate decarboxylase 1 (brain, 67kDa)",4092,GAD1,glutamate decarboxylase 1,2q31.1,"","",Q99259,2571,ENSG00000128683
enzyme,256,Decarboxylases,1273,Glutamic acid decarboxylase 2,"","","",GAD2,"GAD2 (GAD67)|glutamate decarboxylase 2 (pancreatic islets and brain, 65kD)|glutamic acid decarboxylase 65|GAD65|glutamate decarboxylase 2|glutamate decarboxylase 2 (pancreatic islets and brain, 65kDa)",4093,GAD2,glutamate decarboxylase 2,10p12.1,"","",Q05329,2572,ENSG00000136750
enzyme,256,Decarboxylases,1274,Histidine decarboxylase,"","","",HDC,Hdc-a|Hdc-c|Hdc-e|Hdc-s,4855,HDC,histidine decarboxylase,15q21.2,"","",P19113,3067,ENSG00000140287
enzyme,256,Decarboxylases,1270,L-Arginine decarboxylase ,"","","",ADC,ODC1L|ODC-p|AZIN2|Odcp|ADC|arginine decarboxylase|Adc,29957,AZIN2,antizyme inhibitor 2,1p35.1,"","",Q96A70,113451,ENSG00000142920
enzyme,256,Decarboxylases,1271,L-Aromatic amino-acid decarboxylase ,"","","",AADC,5-hydroxytryptophan decarboxylase|DOPA decarboxylase|L-Dopa decarboxylase|dopa decarboxylase (aromatic L-amino acid decarboxylase),2719,DDC,dopa decarboxylase,7p12.2-p12.1,"","",P20711,1644,ENSG00000132437
enzyme,256,Decarboxylases,1275,Malonyl-CoA decarboxylase,"","","",MLYCD,"MCD|malonyl-CoA decarboxylase, mitochondrial",7150,MLYCD,malonyl-CoA decarboxylase,16q23.3,"","",O95822,23417,ENSG00000103150
enzyme,256,Decarboxylases,1276,Ornithine decarboxylase,"","","",ODC,"ODC|RNODC|ornithine decarboxylase, structural 1",8109,ODC1,ornithine decarboxylase 1,2p25.1,"","",P11926,4953,ENSG00000115758
enzyme,256,Decarboxylases,1277,Phosphatidylserine decarboxylase ,"","","",PSDC,PISD,8999,PISD,phosphatidylserine decarboxylase,22q12.2,"","",Q9UG56,23761,ENSG00000241878
enzyme,256,Decarboxylases,1269,S-Adenosylmethionine decarboxylase ,"","","",SAMDC,S-adenosylmethionine decarboxylase 1|Amd1a|Amd1b|S-Adenosylmethionine decarboxylase 1A|S-Adenosylmethionine decarboxylase 1B|SAMDC,457,AMD1,adenosylmethionine decarboxylase 1,6q21,"","",P17707,262,ENSG00000123505
enzyme,533,Delta subfamily,1482,protein kinase C alpha,"","","",PKC&alpha;,PKC-alpha|protein kinase C,9393,PRKCA,protein kinase C alpha,17q24.2,NM_002737,NP_002728,P17252,5578,ENSG00000154229
enzyme,533,Delta subfamily,1485,protein kinase C delta,"","","",PKC&delta;,"nPKC-delta|PKCdelta|protein kinase C, delta|protein kinase C",9399,PRKCD,protein kinase C delta,3p21.1,NM_006254,NP_006245,Q05655,5580,ENSG00000163932
enzyme,533,Delta subfamily,1488,protein kinase C theta,"","","",PKC&theta;,PKC theta|PKC-theta|PRKCT|protein kinase C,9410,PRKCQ,protein kinase C theta,10p15.1,NM_001242413,NP_006248,Q04759,5588,ENSG00000065675
enzyme,1090,Diacylglycerol kinases,3256,diacylglycerol kinase alpha,"","","","",DAGK1|DGKalpha|DGK&alpha;,2849,DGKA,diacylglycerol kinase alpha,12q13.2,"","",P23743,"",ENSG00000065357
enzyme,1090,Diacylglycerol kinases,3257,diacylglycerol kinase zeta,"","","","",DAG kinase zeta|DGK-zeta|DGK&zeta;|diglyceride kinase zeta,2857,DGKZ,diacylglycerol kinase zeta,11p11.2,"","",Q13574,"",ENSG00000149091
enzyme,252,Dimethylarginine dimethylaminohydrolases,1247,"N<sup>G</sup>,N<sup>G</sup>-Dimethylarginine dimethylaminohydrolase 1","","","",DDAH1,DDAHI|dimethylargininase-1|DDAH,2715,DDAH1,dimethylarginine dimethylaminohydrolase 1,1p22.3,"","",O94760,23576,ENSG00000153904
enzyme,252,Dimethylarginine dimethylaminohydrolases,1248,"N<sup>G</sup>,N<sup>G</sup>-Dimethylarginine dimethylaminohydrolase 2","","","",DDAH2,DDAHII|dimethylargininase-2|S-phase protein|G6a|NG30|dimethylarginine dimethylaminohydrolase 2,2716,DDAH2,"DDAH family member 2, ADMA-independent",6p21.33,"","",O95865,23564,ENSG00000213722
enzyme,1020,DNA glycosylases,3060,8-oxoguanine DNA glycosylase,"","","","",8-hydroxyguanine DNA glycosylase|HMMH|MUTM|OGH1,8125,OGG1,8-oxoguanine DNA glycosylase,3p25.3,NM_002542,NP_00253,O15527,4968,ENSG00000114026
enzyme,1079,DNA polymerases,3231,DNA polymerase beta,"","","","","",9174,POLB,DNA polymerase beta,8p11.21,"","",P06746,5423,ENSG00000070501
enzyme,1079,DNA polymerases,3310,"DNA polymerase gamma, catalytic subunit","","","","","POL&gamma;|POLG1|POLGA|polymerase (DNA directed), gamma",9179,POLG,"DNA polymerase gamma, catalytic subunit",15q26.1,"","",P54098,5428,ENSG00000140521
enzyme,1079,DNA polymerases,3230,DNA polymerase theta,"","","","","POLH|polymerase (DNA directed), theta|polymerase (DNA) theta|POL&theta;",9186,POLQ,DNA polymerase theta,3q13.33,"","",O75417,10721,ENSG00000051341
enzyme,851,DNA topoisomerases,2636,DNA topoisomerase I,"","","","",topoisomerase (DNA) I,11986,TOP1,DNA topoisomerase I,20q12,NM_003286,NP_003277,P11387,7150,ENSG00000198900
enzyme,851,DNA topoisomerases,2759,topoisomerase (DNA) I mitochondrial,"","","","","DNA topoisomerase 1, mitochondrial|DNA topoisomerase 1|topoisomerase (DNA) I|topoisomerase (DNA) I, mitochondrial",29787,TOP1MT,DNA topoisomerase I mitochondrial,8q24.3,NM_052963,NP_443195,Q969P6,116447,ENSG00000184428
enzyme,851,DNA topoisomerases,2637,DNA topoisomerase II alpha,"","","","",DNA topoisomerase 2-alpha|topoisomerase (DNA) II alpha|topoisomerase (DNA) II alpha 170kDa,11989,TOP2A,DNA topoisomerase II alpha,17q21.2,NM_001067,NP_001058,P11388,7153,ENSG00000131747
enzyme,1077,Dual specificity phosphatases,3224,protein tyrosine phosphatase 4A3,"","","","",PRL-3|PRL3,9636,PTP4A3,protein tyrosine phosphatase 4A3,8q24.3,"","",O75365,11156,ENSG00000184489
enzyme,503,Dyrk1 subfamily,2009,dual specificity tyrosine phosphorylation regulated kinase 1A,"","","",DYRK1A,Dual Specificity Yak1-related kinase|MNBH|MP86|PSK47|RP86|dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A|dual specificity tyrosine-(Y)-phosphorylation regulated kinase 1A,3091,DYRK1A,dual specificity tyrosine phosphorylation regulated kinase 1A,21q22.13,NM_001396,NP_001387,Q13627,1859,ENSG00000157540
enzyme,503,Dyrk1 subfamily,2010,dual specificity tyrosine phosphorylation regulated kinase 1B,"","","",DYRK1B,MIRK|dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1B|dual specificity tyrosine-(Y)-phosphorylation regulated kinase 1B|dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1b,3092,DYRK1B,dual specificity tyrosine phosphorylation regulated kinase 1B,19q13.2,NM_004714,NP_004705,Q9Y463,9149,ENSG00000105204
enzyme,503,Dyrk1 subfamily,2013,dual specificity tyrosine phosphorylation regulated kinase 4,"","","",DYRK4,RAD51 associated protein 1|Rad51ap1|dual specificity tyrosine-(Y)-phosphorylation regulated kinase 4,3095,DYRK4,dual specificity tyrosine phosphorylation regulated kinase 4,12p13.32,NM_003845,NP_003836,Q9NR20,8798,ENSG00000010219
enzyme,504,Dyrk2 subfamily,2011,dual specificity tyrosine phosphorylation regulated kinase 2,"","","",DYRK2,dual specificity tyrosine-(Y)-phosphorylation regulated kinase 2,3093,DYRK2,dual specificity tyrosine phosphorylation regulated kinase 2,12q15,NM_003583,NP_003574,Q92630,8445,ENSG00000127334
enzyme,504,Dyrk2 subfamily,2012,dual specificity tyrosine phosphorylation regulated kinase 3,"","","",DYRK3,REDK|regulatory erythroid kinase|dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 3|dual specificity tyrosine-(Y)-phosphorylation regulated kinase 3,3094,DYRK3,dual specificity tyrosine phosphorylation regulated kinase 3,1q32.1,NM_003582,NP_003573,O43781,8444,ENSG00000143479
enzyme,1078,E2 ubiquitin-conjugating enzymes,3228,ubiquitin conjugating enzyme E2 D1,"","","","","",12474,UBE2D1,ubiquitin conjugating enzyme E2 D1,10q21.1,"","",P51668,7321,ENSG00000072401
enzyme,1078,E2 ubiquitin-conjugating enzymes,3229,ubiquitin conjugating enzyme E2 D2,"","","","","",12475,UBE2D2,ubiquitin conjugating enzyme E2 D2,5q31.2,"","",P62837,7322,ENSG00000131508
enzyme,1023,E3 ubiquitin ligase components,3234,Cbl proto-oncogene B,"","","","",casitas B-lineage lymphoma proto-oncogene-b,1542,CBLB,Cbl proto-oncogene B,3q13.11,"","",Q13191,868,ENSG00000114423
enzyme,1023,E3 ubiquitin ligase components,3086,cereblon,"","","","","mental retardation, non-syndromic, autosomal recessive, 2A|MRT2A",30185,CRBN,cereblon,3p26.2,NM_016302,NP_057386,Q96SW2,51185,ENSG00000113851
enzyme,1023,E3 ubiquitin ligase components,3244,DDB1 and CUL4 associated factor 1,"","","","",VPRBP|Vpr (HIV-1) binding protein,30911,DCAF1,DDB1 and CUL4 associated factor 1,3p21.2,"","",Q9Y4B6,9730,ENSG00000145041
enzyme,1023,E3 ubiquitin ligase components,3233,F-box protein 3,"","","","","",13582,FBXO3,F-box protein 3,11p13,"","",Q9UK99,26273,""
enzyme,1023,E3 ubiquitin ligase components,3262,kelch domain containing 2,"","","","","",20231,KLHDC2,kelch domain containing 2,14q21.3,"","",Q9Y2U9,"",""
enzyme,1023,E3 ubiquitin ligase components,3136,MDM2 proto-oncogene,"","","","",E3 ubiquitin-protein ligase Mdm2|p53-binding protein Mdm2|RING-type E3 ubiquitin transferase Mdm2,6973,MDM2,MDM2 proto-oncogene,12q15,NM_002392,NP_002383,Q00987,4193,ENSG00000135679
enzyme,1023,E3 ubiquitin ligase components,3235,S-phase kinase associated protein 2,"","","","",FBL1|FBXL1,10901,SKP2,S-phase kinase associated protein 2,5p13.2,"","",Q13309,6502,ENSG00000145604
enzyme,1023,E3 ubiquitin ligase components,3202,STIP1 homology and U-box containing protein 1,"","","","",E3 ubiquitin-protein ligase CHIP|carboxy terminus of the Hsp70-interacting protein (CHIP)|UBOX1|NY-CO-7,11427,STUB1,STIP1 homology and U-box containing protein 1,16p13.3,NM_005861,NP_005852,Q9UNE7,10273,ENSG00000103266
enzyme,1023,E3 ubiquitin ligase components,3204,von Hippel-Lindau tumor suppressor,"","","","","",12687,VHL,von Hippel-Lindau tumor suppressor,3p25.3,"","",P40337,7428,ENSG00000134086
enzyme,1023,E3 ubiquitin ligase components,3254,zinc finger and BTB domain containing 25,"","","","",KUP|Zfp50|ZNF46,13112,ZBTB25,zinc finger and BTB domain containing 25,14q23.3,"","",P24278,7597,ENSG00000089775
enzyme,472,eEF2K subfamily,2014,eukaryotic elongation factor 2 kinase,"","","",eEF2K,SMEF2K,24615,EEF2K,eukaryotic elongation factor 2 kinase,16p12.2,NM_013302,NP_037434,O00418,29904,ENSG00000103319
enzyme,515,Erk7 subfamily,2090,mitogen-activated protein kinase 15,"","","",ERK7,ERK8|extracellular signal regulated kinase 8|extracellular signal-regulated kinase 7|MAP kinase 15,24667,MAPK15,mitogen-activated protein kinase 15,8q24.3,NM_139021,NP_620590,Q8TD08,225689,ENSG00000181085
enzyme,514,ERK subfamily,1494,mitogen-activated protein kinase 3,"","","",ERK1,ERT2|Insulin-stimulated MAP2 kinase|extracellular signal-regulated kinase 1|MAP kinase 1|MAP kinase 3|MAP kinase isoform p44|MAPK 1|MAPK 3|microtubule-associated protein 2 kinase|MNK1|p44-ERK1|p44 MAP kinase|Mtap2k|PRKM3,6877,MAPK3,mitogen-activated protein kinase 3,16p11.2,NM_001040056,NP_001035145,P27361,5595,ENSG00000102882
enzyme,514,ERK subfamily,1495,mitogen-activated protein kinase 1,"","","",ERK2,ERT1|extracellular signal-regulated kinase 2|extracellular-signal-regulated kinase 1|MAP kinase 1|MAP kinase 2|MAP kinase isoform p42|MAPK 1|MAPK 2|p42mapk|PRKM1|PRKM2,6871,MAPK1,mitogen-activated protein kinase 1,22q11.22,NM_002745,NP_002736,P28482,5594,ENSG00000100030
enzyme,514,ERK subfamily,2092,mitogen-activated protein kinase 6,"","","",ERK3,MAP kinase 6|p55-MAPK|p97-MAPK|Prkm4|PRKM6|extracellular signal-regulated kinase 3,6879,MAPK6,mitogen-activated protein kinase 6,15q21.2,NM_002748,NP_002739,Q16659,5597,ENSG00000069956
enzyme,514,ERK subfamily,2091,mitogen-activated protein kinase 4,"","","",ERK4,MAP kinase 4|MNK2|p63Mapk|PRKM4,6878,MAPK4,mitogen-activated protein kinase 4,18q21.1-q21.2,NM_002747,NP_002738,P31152,5596,ENSG00000141639
enzyme,514,ERK subfamily,2093,mitogen-activated protein kinase 7,"","","",ERK5,big MAP kinase 1|BMK1|MAP kinase 7|PRKM7|extracellular signal-regulated kinase 5,6880,MAPK7,mitogen-activated protein kinase 7,17p11.2,NM_002749,NP_002740,Q13164,5598,ENSG00000166484
enzyme,534,Eta subfamily,1486,protein kinase C epsilon,"","","",PKC&epsilon;,"nPKC-epsilon|PKCepsilon|protein kinase C, epsilon|protein kinase C",9401,PRKCE,protein kinase C epsilon,2p21,NM_005400,NP_005391,Q02156,5581,ENSG00000171132
enzyme,534,Eta subfamily,1487,protein kinase C eta,"","","",PKC&eta;,"PKCL|PKC-L|PRKCL|Pkch|protein kinase C, eta|protein kinase C",9403,PRKCH,protein kinase C eta,14q23.1,NM_006255,NP_006246,P24723,5583,ENSG00000027075
enzyme,259,Exchange proteins activated by cyclic AMP (EPACs),1292,Rap guanine nucleotide exchange factor 3,"","","",Epac1,cAMP-regulated guanine nucleotide exchange factor I (cAMP-GEFI)|EPAC|exchange factor directly activated by cAMP 1|RAPGEF3|RAP guanine-nucleotide-exchange factor (GEF) 3|Rap guanine nucleotide exchange factor (GEF) 3,16629,RAPGEF3,Rap guanine nucleotide exchange factor 3,12q13.11,"","",O95398,10411,ENSG00000079337
enzyme,259,Exchange proteins activated by cyclic AMP (EPACs),1293,Rap guanine nucleotide exchange factor 4,"","","",Epac2,cAMP-GEFII|CGEF2|cAMP-regulated guanine nucleotide exchange factor II|RAP guanine-nucleotide-exchange factor (GEF) 4|CAMPS|exchange factor directly activated by cAMP 2|RAPGEF4|Rap guanine nucleotide exchange factor (GEF) 4,16626,RAPGEF4,Rap guanine nucleotide exchange factor 4,2q31.1,"","",Q8WZA2,11069,ENSG00000091428
enzyme,574,Fak family,2180,protein tyrosine kinase 2,"","","",FAK,FADK|FADK 1|FAK1|focal adhesion kinase|FRNK|p125FAK,9611,PTK2,protein tyrosine kinase 2,8q24.3,NM_001199649,NP_005598,Q05397,5747,ENSG00000169398
enzyme,574,Fak family,2181,protein tyrosine kinase 2 beta,"","","",Pyk2,CADTK|CAK beta|CAKB|calcium-dependent tyrosine kinase|cell adhesion kinase beta|FADK 2|focal adhesion kinase 2|RAFTK|related adhesion focal tyrosine kinase|proline-rich tyrosine kinase 2,9612,PTK2B,protein tyrosine kinase 2 beta,8p21.2,NM_004103,NP_004094,Q14289,2185,ENSG00000120899
